Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Year
24,Mark Bryant,C,32,PHO,4.0,93.0,16.1,.509,.000,.353,10.1,18.6,14.0,1.8,2.3,1.7,7.1,20.7,,0.1,0.1,0.2,0.09,,-1.2,0.0,-1.1,0.0,1998
25,Jud Buechler,SF,29,CHI,16.0,64.0,10.8,.500,.455,.000,7.4,14.2,10.7,7.3,2.7,1.3,8.3,8.9,,0.1,0.1,0.2,0.137,,-0.5,2.8,2.3,0.1,1998
26,Matt Bullard,SF,30,HOU,5.0,70.0,9.8,.450,.556,.111,4.5,8.4,6.4,13.8,0.8,0.0,0.0,12.8,,0.1,0.1,0.1,0.086,,1.1,-0.2,0.8,0.1,1998
27,Scott Burrell,SF,27,CHI,21.0,261.0,13.5,.514,.274,.151,5.0,16.0,10.2,6.6,4.2,0.9,12.4,16.2,,0.2,0.5,0.7,0.132,,-1.7,2.9,1.3,0.2,1998
28,Elden Campbell,PF,29,LAL,13.0,180.0,14.6,.515,.000,.667,11.2,19.1,15.1,7.2,0.9,5.0,16.5,20.3,,0.1,0.1,0.2,0.059,,-2.6,-0.5,-3.1,0.0,1998
29,Antoine Carr,PF,36,UTA,20.0,292.0,8.2,.470,.000,.089,7.0,9.8,8.5,6.9,0.2,3.4,8.8,17.2,,0.0,0.4,0.4,0.062,,-3.7,0.4,-3.3,-0.1,1998
30,Sam Cassell,PG,28,NJN,3.0,26.0,4.4,.333,.000,.000,5.2,9.1,7.3,30.5,0.0,2.9,18.2,20.4,,0.0,0.0,-0.1,-0.113,,-4.8,-1.6,-6.4,0.0,1998
31,Kelvin Cato,C,23,POR,4.0,58.0,16.8,.595,.059,.647,5.9,19.9,12.5,2.9,0.9,10.0,15.5,19.7,,0.1,0.0,0.1,0.102,,-2.9,3.4,0.5,0.0,1998
32,Duane Causwell,C,29,MIA,1.0,5.0,-4.8,,,,0.0,48.2,24.4,0.0,0.0,0.0,100.0,10.0,,0.0,0.0,0.0,-0.223,,-8.9,-0.5,-9.4,0.0,1998
33,Rex Chapman,SG,30,PHO,2.0,58.0,4.7,.345,.217,.304,0.0,0.0,0.0,10.3,1.8,0.0,7.1,22.0,,-0.1,0.0,-0.2,-0.126,,-4.8,-3.1,-7.9,-0.1,1998
34,Chris Childs,PG,30,NYK,10.0,254.0,7.1,.488,.224,.259,2.4,10.1,6.2,22.8,1.3,0.0,26.3,16.6,,-0.2,0.2,0.0,-0.005,,-3.4,-0.2,-3.6,-0.1,1998
35,Marty Conlon,C,30,MIA,3.0,46.0,-0.3,.444,.000,.286,2.7,7.9,5.3,11.7,1.2,1.8,43.2,15.1,,-0.2,0.0,-0.1,-0.131,,-7.1,0.0,-7.0,-0.1,1998
36,Tyrone Corbin,SF,35,ATL,4.0,113.0,4.6,.300,.240,.000,3.3,13.8,8.5,5.7,3.0,0.7,10.7,12.4,,-0.2,0.2,0.0,-0.011,,-5.3,1.2,-4.1,-0.1,1998
37,Chris Crawford,PF,22,ATL,1.0,4.0,13.2,1.136,,,31.4,32.4,31.9,0.0,0.0,19.3,69.4,36.2,,0.0,0.0,0.0,-0.026,,-13.9,7.1,-6.8,0.0,1998
38,Terry Cummings,PF,36,NYK,8.0,120.0,9.4,.426,.000,.235,11.4,25.6,18.4,7.7,1.8,1.5,15.7,17.9,,-0.1,0.2,0.1,0.025,,-4.4,0.9,-3.4,0.0,1998
39,Bill Curley,PF,25,MIN,2.0,7.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.039,,-4.7,-2.2,-6.9,0.0,1998
40,Dell Curry,SG,33,CHH,9.0,171.0,11.2,.472,.308,.135,4.4,9.4,6.9,10.3,2.3,1.4,8.3,17.7,,0.0,0.2,0.2,0.052,,-1.1,1.3,0.2,0.1,1998
41,Antonio Davis,PF,29,IND,16.0,459.0,14.2,.555,.000,1.033,10.8,19.4,15.2,5.3,1.5,3.1,15.9,17.1,,0.6,0.7,1.3,0.135,,-0.7,1.0,0.3,0.3,1998
42,Dale Davis,C,28,IND,16.0,466.0,15.7,.618,.000,.744,12.6,20.4,16.7,4.7,0.6,3.0,15.5,14.4,,0.8,0.6,1.4,0.146,,1.9,0.5,2.4,0.5,1998
43,Vinny Del Negro,SG,31,SAS,9.0,283.0,12.7,.542,.123,.210,0.9,8.7,5.0,18.7,1.6,0.0,12.8,17.4,,0.3,0.3,0.7,0.115,,-1.4,2.0,0.6,0.2,1998
44,Vlade Divac*,C,29,CHH,9.0,345.0,15.5,.512,.011,.379,9.1,26.0,17.6,15.8,1.2,3.2,17.8,18.0,,0.1,0.5,0.6,0.088,,0.4,2.2,2.5,0.4,1998
45,Sherman Douglas,PG,31,NJN,3.0,125.0,19.1,.568,.114,.227,1.1,6.6,4.0,35.7,2.7,0.0,21.2,23.7,,0.2,0.0,0.2,0.058,,4.1,-0.7,3.4,0.2,1998
46,Clyde Drexler*,SG,35,HOU,5.0,182.0,14.2,.445,.382,.544,5.2,11.6,8.3,25.9,2.4,1.2,13.4,25.3,,-0.1,0.3,0.2,0.043,,1.1,0.9,1.9,0.2,1998
47,Chris Dudley,C,32,NYK,6.0,53.0,5.7,.372,.000,.444,14.0,29.0,21.4,0.0,2.1,1.7,15.7,11.6,,0.0,0.1,0.1,0.053,,-7.5,0.5,-7.0,-0.1,1998
48,Tim Duncan*,PF,21,SAS,9.0,374.0,20.4,.559,.007,.429,6.7,18.2,12.8,9.3,0.7,4.3,13.1,24.8,,0.6,0.7,1.2,0.155,,2.3,1.6,3.8,0.5,1998
49,Howard Eisley,PG,25,UTA,20.0,366.0,11.3,.428,.216,.104,1.4,11.3,6.6,39.4,1.8,1.1,19.2,21.7,,-0.4,0.6,0.2,0.025,,-0.4,0.6,0.2,0.2,1998
50,Mario Elie,SF,34,HOU,5.0,133.0,8.0,.533,.333,.333,2.4,8.8,5.4,8.8,0.8,0.0,13.9,12.8,,0.0,0.1,0.1,0.052,,-2.9,-0.2,-3.1,0.0,1998
51,Dale Ellis,SF,37,SEA,10.0,170.0,10.0,.503,.491,.113,2.9,6.3,4.6,5.7,0.7,0.0,3.5,16.1,,0.2,-0.1,0.1,0.027,,0.4,-3.3,-2.8,0.0,1998
52,Brian Evans,SF,24,NJN,3.0,4.0,4.1,,,,0.0,29.6,15.7,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.002,,-0.6,-1.7,-2.3,0.0,1998
53,Patrick Ewing*,C,35,NYK,4.0,132.0,10.7,.412,.000,.482,8.5,22.3,15.3,7.4,1.3,3.4,12.8,28.4,,-0.3,0.2,-0.1,-0.033,,-2.9,-1.0,-4.0,-0.1,1998
54,Danny Ferry,PF,31,CLE,3.0,10.0,-8.5,.000,1.000,.000,0.0,14.5,7.3,0.0,0.0,0.0,0.0,10.1,,0.0,0.0,0.0,-0.217,,-10.9,-4.5,-15.5,0.0,1998
55,Derek Fisher,PG,23,LAL,13.0,278.0,12.6,.483,.294,.426,0.9,10.2,5.4,27.3,3.3,0.0,15.7,16.0,,0.3,0.1,0.4,0.061,,-1.7,1.2,-0.5,0.1,1998
56,Greg Foster,C,29,UTA,20.0,335.0,5.6,.465,.023,.058,7.6,16.1,12.1,2.6,0.3,1.2,16.9,15.5,,-0.4,0.5,0.1,0.019,,-4.8,-0.6,-5.5,-0.3,1998
57,Rick Fox,SF,28,LAL,13.0,428.0,13.9,.572,.465,.202,5.0,11.5,8.2,19.1,1.4,0.5,14.5,15.7,,0.9,0.0,0.8,0.094,,1.4,-0.2,1.2,0.3,1998
58,Kevin Garnett*,PF,21,MIN,5.0,194.0,15.5,.500,.000,.120,9.7,20.6,14.8,20.4,1.1,5.4,21.8,24.3,,-0.1,0.1,0.0,-0.002,,0.0,0.9,0.9,0.1,1998
59,Chris Gatling,PF,30,NJN,3.0,81.0,20.4,.531,.000,.316,9.9,5.8,7.8,4.8,1.4,1.9,6.5,27.6,,0.2,0.0,0.2,0.104,,2.7,-1.6,1.0,0.1,1998
60,Reggie Geary,PG,24,SAS,7.0,46.0,5.8,.514,.571,.571,0.0,4.9,2.6,21.0,1.2,0.0,18.6,11.3,,0.0,0.0,0.1,0.071,,-5.0,2.7,-2.3,0.0,1998
61,Matt Geiger,C,28,CHH,4.0,22.0,-0.5,.167,.000,.000,17.1,11.2,14.1,7.1,0.0,0.0,14.3,16.0,,-0.1,0.0,-0.1,-0.173,,-5.6,-5.1,-10.7,-0.1,1998
62,Kendall Gill,SF,29,NJN,3.0,100.0,13.7,.494,.000,.200,4.0,11.8,8.2,5.3,2.2,0.8,8.4,22.9,,0.1,0.0,0.1,0.045,,-1.7,0.0,-1.7,0.0,1998
63,Brian Grant,SF,25,POR,4.0,135.0,19.5,.603,.000,.500,15.3,23.7,19.3,7.3,1.6,1.8,10.2,16.1,,0.4,0.0,0.5,0.169,,2.4,0.5,2.9,0.2,1998
64,Gary Grant,PG,32,POR,4.0,27.0,13.0,.357,.571,.000,8.5,14.2,11.2,38.4,1.9,3.1,22.2,14.8,,0.0,0.0,0.0,0.01,,2.4,0.8,3.2,0.0,1998
65,Tom Hammonds,PF,30,MIN,5.0,113.0,9.7,.514,.000,.571,9.8,13.7,11.6,3.0,0.0,0.8,10.2,16.1,,0.1,0.0,0.1,0.049,,-2.8,-2.1,-4.9,-0.1,1998
66,Tim Hardaway*,PG,31,MIA,5.0,222.0,21.7,.589,.415,.394,1.7,7.6,4.7,34.1,1.5,0.0,14.0,28.8,,0.6,0.2,0.8,0.166,,7.7,-0.9,6.8,0.5,1998
67,Ron Harper,PG,34,CHI,21.0,563.0,13.3,.507,.156,.320,4.6,12.7,8.5,14.1,2.0,2.6,11.5,13.3,,0.6,0.9,1.5,0.126,,-0.1,2.4,2.3,0.6,1998
68,Othella Harrington,PF,24,HOU,3.0,23.0,30.0,.563,.083,.417,13.8,20.5,16.9,0.0,0.0,3.2,0.0,29.2,,0.1,0.0,0.1,0.26,,10.7,-0.1,10.6,0.1,1998
69,Lucious Harris,SG,27,NJN,3.0,52.0,5.3,.521,.333,1.000,2.6,15.9,9.7,2.7,2.2,0.0,18.8,9.9,,0.0,0.0,0.0,0.016,,-6.6,2.0,-4.6,0.0,1998
70,Hersey Hawkins,SG,31,SEA,10.0,337.0,21.6,.634,.489,.455,6.2,14.0,10.2,17.2,3.0,0.2,7.9,16.1,,1.4,0.1,1.4,0.206,,5.0,2.2,7.3,0.8,1998
71,Alan Henderson,PF,25,ATL,4.0,126.0,16.2,.555,.026,.474,10.0,12.4,11.1,6.1,1.4,0.6,11.6,20.7,,0.2,0.1,0.4,0.139,,0.6,-0.6,-0.1,0.1,1998
72,Cedric Henderson,SF,22,CLE,4.0,157.0,4.8,.445,.036,.464,3.7,12.0,7.9,14.4,2.2,0.0,27.8,15.0,,-0.3,0.1,-0.2,-0.058,,-3.7,0.7,-3.0,0.0,1998
73,Carl Herrera,PF,31,SAS,5.0,25.0,-0.3,.333,.000,.000,0.0,17.9,9.4,6.2,0.0,0.0,25.0,7.8,,0.0,0.0,0.0,-0.023,,-7.3,1.7,-5.6,0.0,1998
74,Fred Hoiberg,SG,25,IND,2.0,20.0,19.1,.507,.250,.250,6.7,18.8,12.9,9.8,2.8,0.0,0.0,22.1,,0.1,0.0,0.1,0.201,,3.9,1.4,5.3,0.0,1998
75,Jeff Hornacek,SG,34,UTA,20.0,636.0,12.1,.525,.169,.365,1.4,7.7,4.7,17.6,1.8,0.5,13.4,18.4,,0.5,0.8,1.3,0.097,,0.4,0.4,0.8,0.4,1998
76,Robert Horry,PF,27,LAL,13.0,422.0,16.1,.636,.243,.586,9.6,14.6,12.0,14.6,1.8,2.5,17.0,11.6,,1.0,0.1,1.2,0.133,,2.0,1.7,3.7,0.6,1998
77,Allan Houston,SG,26,NYK,10.0,403.0,14.0,.526,.131,.331,1.8,10.2,5.9,14.6,0.7,0.2,13.8,27.8,,0.2,0.3,0.5,0.055,,0.7,-1.1,-0.4,0.2,1998
78,Zydrunas Ilgauskas,C,22,CLE,4.0,147.0,16.3,.575,.000,.510,13.9,15.8,14.8,3.7,0.8,3.0,14.3,24.0,,0.2,0.1,0.3,0.084,,0.1,-0.7,-0.6,0.1,1998
79,Jaren Jackson,SG,30,SAS,9.0,319.0,7.7,.477,.670,.216,1.6,12.3,7.2,7.4,0.9,0.2,11.1,16.5,,0.0,0.4,0.4,0.054,,-2.7,0.5,-2.2,0.0,1998
80,Mark Jackson,PG,32,IND,16.0,494.0,17.5,.518,.291,.268,4.9,13.9,9.6,48.5,2.6,0.0,24.9,19.0,,0.6,0.6,1.2,0.121,,4.0,0.5,4.5,0.8,1998
81,Avery Johnson,PG,32,SAS,9.0,342.0,19.5,.632,.020,.505,1.1,3.3,2.2,31.6,1.5,0.0,14.5,20.5,,1.1,0.3,1.4,0.196,,2.6,1.1,3.7,0.5,1998
82,Eddie Johnson,SF,38,HOU,5.0,89.0,5.8,.459,.370,.296,4.8,5.3,5.0,2.2,0.0,0.0,8.9,17.8,,0.0,0.0,0.0,0.01,,-2.0,-2.4,-4.5,-0.1,1998
83,Kevin Johnson,PG,31,PHO,4.0,122.0,18.4,.582,.095,.286,1.7,7.1,4.2,26.7,0.9,0.7,11.3,19.9,,0.3,0.0,0.3,0.11,,4.1,-0.4,3.8,0.2,1998
84,Larry Johnson,SF,28,NYK,8.0,310.0,16.0,.554,.093,.467,10.0,11.6,10.8,8.5,1.8,0.9,16.2,23.9,,0.3,0.3,0.6,0.098,,1.3,0.3,1.7,0.3,1998
85,Charles Jones,PF,40,HOU,4.0,11.0,12.7,1.136,,,9.6,21.4,15.2,15.0,0.0,0.0,0.0,3.8,,0.1,0.0,0.1,0.298,,-3.2,3.8,0.6,0.0,1998
86,Eddie Jones,SG,26,LAL,13.0,476.0,20.6,.609,.324,.514,3.0,10.1,6.5,11.3,3.0,3.3,8.6,19.3,,1.5,0.2,1.8,0.179,,3.9,2.2,6.1,1.0,1998
87,Michael Jordan*,SG,34,CHI,21.0,872.0,28.1,.545,.082,.424,4.5,11.0,7.6,19.9,2.1,1.1,6.7,36.6,,3.6,1.2,4.8,0.265,,8.0,1.0,9.0,2.4,1998
88,Reggie Jordan,SG,30,MIN,2.0,29.0,24.3,.676,.125,.250,11.5,26.7,18.5,19.9,1.9,0.0,0.0,14.3,,0.1,0.0,0.2,0.271,,5.3,3.3,8.6,0.1,1998
89,Adam Keefe,F,27,UTA,15.0,154.0,8.6,.425,.000,.586,10.8,15.6,13.3,2.1,1.5,1.1,7.6,12.6,,0.0,0.3,0.3,0.09,,-1.9,-0.5,-2.5,0.0,1998
90,Shawn Kemp,PF,28,CLE,4.0,152.0,25.9,.573,.000,.634,15.3,23.9,19.6,15.5,1.9,2.3,15.0,35.4,,0.4,0.2,0.6,0.179,,5.3,1.1,6.4,0.3,1998
91,Steve Kerr,PG,32,CHI,21.0,415.0,11.3,.601,.539,.289,2.3,2.8,2.5,13.5,1.0,0.0,5.5,10.4,,1.0,0.3,1.3,0.149,,0.9,0.2,1.1,0.3,1998
92,Jerome Kersey,SF,35,SEA,10.0,213.0,14.1,.485,.042,.264,9.7,12.8,11.3,7.1,2.6,3.9,13.9,20.8,,0.1,0.1,0.2,0.034,,-2.1,1.0,-1.1,0.1,1998
93,Jason Kidd*,PG,24,PHO,4.0,171.0,16.3,.438,.121,.276,3.1,13.0,7.6,28.2,4.9,1.0,15.6,20.5,,-0.1,0.2,0.1,0.042,,0.4,3.3,3.7,0.2,1998
94,Kerry Kittles,SG,23,NJN,3.0,126.0,13.8,.546,.325,.275,0.0,14.1,7.5,10.4,1.8,1.2,13.5,19.9,,0.2,0.0,0.2,0.058,,1.5,0.4,1.9,0.1,1998
95,Brevin Knight,PG,22,CLE,4.0,132.0,8.9,.354,.000,.476,0.0,17.6,8.8,34.0,4.4,0.7,24.0,12.7,,-0.2,0.2,0.0,0.007,,-4.2,3.3,-0.8,0.0,1998
96,Toni KukoÄ*,SF,29,CHI,21.0,637.0,18.5,.561,.280,.284,4.5,11.6,7.9,17.5,2.3,1.3,9.9,20.4,,1.5,0.9,2.4,0.182,,3.2,1.9,5.1,1.1,1998
97,Christian Laettner,PF,28,ATL,4.0,87.0,12.8,.459,.086,.486,4.3,20.9,12.5,8.4,4.0,0.9,15.8,29.2,,-0.1,0.2,0.1,0.043,,-4.9,0.8,-4.0,0.0,1998
98,Voshon Lenard,SG,24,MIA,5.0,186.0,11.0,.592,.500,.385,0.7,11.7,6.2,7.6,0.3,0.9,15.3,19.3,,0.1,0.1,0.3,0.068,,-0.1,-0.9,-1.0,0.0,1998
99,Alton Lister,C,39,POR,2.0,11.0,-8.0,.333,.000,.000,10.5,11.6,11.0,0.0,0.0,7.5,40.0,20.1,,-0.1,0.0,-0.1,-0.275,,-19.3,-1.5,-20.8,-0.1,1998
100,Brad Lohaus,PF,33,SAS,4.0,10.0,8.6,.000,.000,.000,0.0,22.4,11.8,14.6,5.6,0.0,0.0,4.9,,0.0,0.0,0.0,0.06,,-1.8,8.1,6.3,0.0,1998
101,Luc Longley,C,29,CHI,18.0,456.0,12.3,.518,.000,.325,8.9,16.0,12.3,13.1,1.5,2.6,20.8,18.1,,0.2,0.7,0.9,0.092,,-2.8,1.6,-1.2,0.1,1998
102,Dan Majerle,SG,32,MIA,2.0,62.0,10.9,.507,.750,.250,2.0,7.8,4.9,14.0,3.6,1.3,10.1,7.9,,0.0,0.1,0.1,0.107,,0.5,3.2,3.8,0.1,1998
103,Karl Malone*,PF,34,UTA,20.0,795.0,24.2,.534,.007,.393,7.6,24.5,16.5,19.5,1.6,2.1,10.9,34.1,,1.3,1.7,3.0,0.184,,5.7,1.4,7.1,1.8,1998
104,Matt Maloney,PG,26,HOU,5.0,165.0,8.0,.486,.667,.300,0.0,5.7,2.7,20.1,0.7,0.9,10.5,10.9,,0.1,0.1,0.2,0.063,,-1.5,0.5,-1.0,0.0,1998
105,Stephon Marbury,PG,20,MIN,5.0,209.0,10.8,.420,.347,.319,2.7,6.8,4.6,31.0,3.2,0.0,18.0,22.4,,-0.2,0.1,-0.1,-0.022,,-0.9,-1.1,-2.0,0.0,1998
106,Jamal Mashburn,SF,25,MIA,5.0,129.0,2.1,.331,.244,.089,3.8,16.8,10.4,13.1,1.3,0.6,16.1,21.6,,-0.5,0.2,-0.3,-0.122,,-6.2,-1.7,-7.9,-0.2,1998
107,Anthony Mason,PF,31,CHH,9.0,367.0,16.8,.592,.010,.424,5.8,18.1,12.0,15.8,1.3,0.0,15.8,19.1,,0.5,0.3,0.8,0.11,,2.5,0.9,3.4,0.5,1998
108,George McCloud,SF,30,PHO,4.0,126.0,15.9,.667,.512,.098,1.7,16.7,8.5,10.5,0.4,0.6,12.3,17.6,,0.3,0.0,0.3,0.12,,3.4,0.4,3.8,0.2,1998
109,Antonio McDyess,PF,23,PHO,4.0,147.0,20.7,.499,.000,.215,12.8,29.5,20.4,4.9,0.7,3.3,6.6,23.5,,0.2,0.1,0.3,0.107,,3.1,-1.4,1.8,0.1,1998
110,Jim McIlvaine,C,25,SEA,6.0,59.0,5.2,.311,.050,.100,14.5,6.0,10.2,2.6,1.9,8.4,4.6,17.6,,-0.1,0.0,-0.1,-0.046,,-9.9,0.2,-9.7,-0.1,1998
111,Derrick McKey,SF,31,IND,15.0,284.0,6.5,.423,.145,.333,3.8,14.1,9.1,6.7,1.8,2.2,12.2,15.8,,-0.2,0.4,0.1,0.025,,-4.2,0.9,-3.3,-0.1,1998
112,Nate McMillan,SG,33,SEA,7.0,99.0,10.0,.424,.667,.111,2.5,16.7,9.7,22.2,1.7,1.7,9.6,10.0,,0.1,0.0,0.1,0.06,,-2.5,2.1,-0.4,0.0,1998
113,Marko MiliÄ,SF,20,PHO,2.0,4.0,48.3,.667,.000,.000,0.0,31.0,14.2,0.0,13.1,0.0,0.0,34.1,,0.0,0.0,0.0,0.406,,11.0,16.8,27.8,0.0,1998
114,Anthony Miller,PF,26,ATL,4.0,33.0,12.1,.450,.000,.250,19.0,15.7,17.4,5.1,3.5,2.3,25.3,18.1,,0.0,0.1,0.0,0.062,,-3.9,0.8,-3.1,0.0,1998
115,Reggie Miller*,SG,32,IND,16.0,628.0,17.4,.588,.413,.409,1.1,4.6,2.9,10.1,1.7,0.4,9.0,23.6,,1.6,0.4,2.0,0.151,,4.7,-0.6,4.1,1.0,1998
116,Chris Mills,SF,28,NYK,9.0,168.0,11.3,.546,.286,.343,5.9,14.5,10.1,5.2,2.6,1.1,13.0,13.3,,0.2,0.2,0.4,0.112,,-0.5,2.2,1.7,0.2,1998
117,Terry Mills,PF,30,MIA,2.0,11.0,1.4,.340,.800,.400,0.0,32.9,16.7,0.0,0.0,0.0,0.0,26.7,,0.0,0.0,0.0,-0.093,,-6.8,-2.8,-9.6,0.0,1998
118,Sam Mitchell,SF,34,MIN,5.0,177.0,13.4,.542,.241,.328,4.4,14.6,9.1,8.3,0.3,0.5,7.0,18.8,,0.3,0.0,0.3,0.088,,0.1,-1.5,-1.4,0.0,1998
119,Chris Morris,SF,32,UTA,17.0,240.0,10.2,.495,.333,.290,4.3,18.6,11.8,7.3,1.2,1.0,9.3,17.5,,0.1,0.4,0.5,0.097,,-1.1,1.3,0.2,0.1,1998
120,Alonzo Mourning*,C,27,MIA,4.0,138.0,23.1,.560,.000,.518,9.0,21.0,15.0,8.7,1.2,5.9,10.4,27.7,,0.3,0.2,0.5,0.173,,3.3,1.4,4.6,0.2,1998
121,Chris Mullin*,SF,34,IND,16.0,412.0,13.9,.581,.460,.186,4.2,13.4,9.0,10.4,2.1,1.7,16.4,17.7,,0.4,0.5,0.9,0.103,,2.1,1.1,3.3,0.5,1998
122,Eric Murdock,PG,29,MIA,5.0,125.0,18.4,.530,.281,.875,3.0,16.4,9.8,22.3,3.1,0.0,8.3,19.3,,0.3,0.2,0.5,0.188,,1.3,3.1,4.4,0.2,1998
123,Dikembe Mutombo*,C,31,ATL,4.0,136.0,14.3,.515,.000,.667,12.0,36.2,23.9,1.2,0.4,5.1,20.5,14.4,,0.0,0.3,0.3,0.102,,-1.1,-0.2,-1.3,0.0,1998
